chip_id,country,cluster
g31_00013_16,latvia,1
g83_00032_17,austria,0
g77_00051_7,austria,0
g15_00096_16,estonia,0
g31_00021_11,latvia,1
g26_00058_17,latvia,0
g15-1_00088_17,finland,1
g83_00027_11,austria,0
g41_0000001024-0000000000,vietnam,0
g26_00036_18,latvia,0
g21_00030_17,slovakia,2
g0_00039_13,luxembourg,0
g14-1_00080_13,finland,1
g6_00048_11,belgium,0
g22_00037_9,denmark,2
g10-3_00016_9,croatia,0
g13-5_00092_11,sweden,0
g1_00003_10,spain,0
g15-1_00048_2,finland,0
g19_00026_15,latvia,0
g1_0000004608-0000002560,brazil,2
g15_00125_11,estonia,0
g15_00087_12,estonia,0
g22_00065_11,denmark,2
g212_00014_15,france,0
1592625,rwanda,0
g31_00020_1,latvia,0
g25_00002_18,latvia,0
g10_00010_5,estonia,0
g0_00026_0,luxembourg,0
g16_00038_15,netherlands,1
g0_00025_4,luxembourg,0
g10-3_00010_8,croatia,0
g10-3_00044_13,croatia,1
g0_00017_18,luxembourg,0
g10-3_00013_8,croatia,0
1592597,rwanda,0
g13_00026_1,slovenia,0
g26_00060_10,latvia,2
g1_00012_18,south_africa,2
g6_00092_14,denmark,2
g1_00015_11,germany,0
g15-1_00144_13,finland,0
g14-2_00004_0,croatia,0
g212_00090_10,france,0
g2_00006_0,belgium,1
g50_00055_2,latvia,1
g22_00055_2,denmark,2
g14-1_00107_17,finland,0
g3_00010_17,spain,0
g23_00100_13,netherlands,0
g4_00019_10,spain,0
g15_00152_11,estonia,1
g0_1835,india,1
g2_00005_13,slovakia,2
g14-1_00132_11,finland,0
g1_00002_10,germany,0
g14-2_00074_11,croatia,0
g15-1_00028_5,finland,1
g15_00153_5,estonia,1
g50_00065_1,latvia,1
g11_00093_0,lithuania,1
g2_00039_10,belgium,0
g95_00031_13,austria,0
g6_00054_15,slovenia,1
g6_00087_3,denmark,2
g10_00123_10,estonia,0
g23_00001_8,netherlands,1
g2_1711,india,1
g82_00020_17,austria,0
g6-0_00084_13,sweden,1
g2_00076_18,slovakia,2
g6_00041_5,denmark,2
g1_00032_3,spain,0
g1_00017_13,germany,1
g50_00053_11,latvia,0
g8_00139_14,lithuania,0
g82_00019_3,austria,0
g2_0000020480-0000006144,brazil,2
g9_0000010752-0000011264,kenya,1
g165_00093_18,france,0
g6_00051_12,denmark,2
g95_00019_10,austria,0
g95_00045_7,austria,0
g8_0000007168-0000002560,kenya,1
g16_00022_15,netherlands,1
g3_1295,india,1
g6_00110_8,denmark,2
g2_1375,india,1
g7_00014_8,spain,0
g2_00004_7,germany,0
g77_00040_5,austria,0
g14-1_00099_1,finland,0
g2_00067_4,slovakia,2
g2_00041_16,belgium,0
g95_00032_12,austria,0
g11_00067_16,lithuania,0
g13-5_00136_2,sweden,0
g21_00075_4,slovakia,0
g8_00110_5,lithuania,0
g6_00039_10,slovenia,0
g0_0401,india,1
g16_00072_2,netherlands,0
g165_00097_4,france,0
g2_1208,india,1
g13-5_00021_0,sweden,0
g1_0000007680-0000002560,brazil,2
g22_00045_4,denmark,2
g11_00089_5,lithuania,0
g83_00008_9,austria,0
g6-0_00117_17,sweden,0
g2_00005_10,south_africa,2
g6_00038_16,denmark,2
g8_00006_6,lithuania,0
g19_00059_0,latvia,1
g1_0000001024-0000003584,brazil,2
g22_00037_3,denmark,2
g21_00095_8,slovakia,2
g10_00087_1,estonia,2
g4_00038_1,spain,0
g11_00041_16,lithuania,1
g79_00003_0,austria,0
g14-1_00113_3,finland,0
g16_00071_17,netherlands,0
g212_00038_1,france,1
g46_0000000000-0000000512,vietnam,0
g11_00071_18,lithuania,0
g83_00017_18,austria,0
g0_00016_18,luxembourg,0
g82_00046_9,austria,0
g13-5_00057_8,sweden,0
g8_00085_13,lithuania,0
g14-2_00003_5,croatia,0
g50_00053_16,latvia,0
g10_00051_8,estonia,1
g8_00038_16,lithuania,1
g13_00053_11,slovenia,0
g50_00056_16,latvia,1
g3_00027_7,spain,0
1592645,rwanda,0
g0_00044_7,luxembourg,0
g165_00067_14,france,0
g14-2_00080_14,croatia,0
g15_00122_3,estonia,0
g83_00008_0,austria,0
g11_00075_9,lithuania,0
g15_00132_9,estonia,0
g14-2_00003_17,croatia,0
g31_00017_15,latvia,0
g16_00025_8,netherlands,0
g10_00028_7,estonia,0
g165_00022_0,france,0
g1_0000001024-0000001024,portugal,0
g22_00008_6,denmark,2
g14-1_00047_17,finland,0
g22_00028_16,denmark,2
g15_00039_4,estonia,0
g10-3_00039_13,croatia,0
g10_00060_11,estonia,1
g11_00005_0,lithuania,1
g3_00009_13,south_africa,2
g0_00047_17,luxembourg,0
g6_00050_3,slovenia,1
g2_00046_15,slovakia,2
g23_00088_5,netherlands,1
g15_00164_13,estonia,0
g8_00136_5,lithuania,0
g6_00082_10,denmark,2
g3_0000013824-0000005632,kenya,1
g6_00069_8,denmark,2
g8_00114_6,lithuania,0
g10-3_00053_13,croatia,0
g10_00166_4,estonia,0
g16_00090_10,netherlands,1
g6-0_00101_0,sweden,0
g50_0000000000-0000000000,vietnam,0
g15_00070_12,estonia,1
g78_00028_7,austria,0
g49_0000001024-0000000000,vietnam,0
g6_00016_5,denmark,1
g2_00075_7,slovakia,2
g212_00050_15,france,0
g6-0_00035_11,sweden,0
g3_00004_5,south_africa,0
g19_00012_1,latvia,2
g2_00031_10,slovakia,0
g3_0000011264-0000001536,brazil,2
g7_00028_17,spain,0
g11_00123_4,lithuania,0
1592606,rwanda,1
g83_00034_7,austria,0
g23_00101_4,netherlands,1
g4_00047_10,spain,0
